energy,tempo,instrumentalness,acousticness,danceability,valence,label
0.777,110.033,0.0,0.263,0.912,0.752,Kinetik
0.958,139.984,0.0,0.0799,0.711,0.816,Kinetik
0.958,139.984,0.0,0.0799,0.711,0.816,Kinetik
0.856,118.002,1.54e-06,0.179,0.742,0.847,Kinetik
0.752,105.994,0.0,0.0198,0.688,0.958,Kinetik
0.833,120.258,2.06e-05,0.014,0.811,0.567,Kinetik
0.855,123.943,0.0185,0.0722,0.661,0.601,Kinetik
0.867,122.915,8.98e-05,0.11,0.714,0.872,Kinetik
0.868,111.979,0.00207,0.00092,0.701,0.397,Kinetik
0.815,117.809,0.00102,0.0326,0.668,0.785,Kinetik
0.956,125.022,0.282,0.0645,0.733,0.428,Kinetik
0.933,115.114,0.000128,0.0519,0.702,0.896,Kinetik
0.763,131.853,0.00377,0.0736,0.741,0.931,Kinetik
0.819,108.338,0.0,0.143,0.814,0.807,Kinetik
0.836,136.949,0.0,0.00299,0.813,0.907,Kinetik
0.9,134.095,0.0,0.00328,0.686,0.579,Kinetik
0.827,132.049,0.0,0.0793,0.786,0.811,Kinetik
0.912,128.018,0.309,0.0773,0.702,0.957,Kinetik
0.9,127.704,0.0135,0.00533,0.676,0.275,Kinetik
0.966,128.033,0.0564,0.000642,0.736,0.0751,Kinetik
0.87,103.857,0.00815,0.103,0.651,0.729,Kinetik
0.828,115.951,0.00176,0.0614,0.778,0.805,Kinetik
0.878,104.282,0.000104,0.189,0.8,0.816,Kinetik
0.843,126.509,0.000353,0.11,0.738,0.972,Kinetik
0.817,127.984,0.000569,0.00147,0.682,0.781,Kinetik
0.855,107.868,0.0285,0.179,0.873,0.884,Kinetik
0.971,131.961,0.0,0.0124,0.687,0.692,Kinetik
0.786,118.27,2.78e-06,0.403,0.776,0.797,Kinetik
0.788,120.465,0.000571,0.214,0.707,0.746,Kinetik
0.801,117.55,0.00654,0.0257,0.844,0.817,Kinetik
0.858,127.919,0.0,0.12,0.698,0.669,Kinetik
0.951,136.018,0.0,0.122,0.792,0.898,Kinetik
0.781,137.013,0.0,0.00684,0.881,0.681,Kinetik
0.999,138.007,0.0,0.181,0.812,0.948,Kinetik
0.985,132.001,9.1e-05,0.036,0.654,0.738,Kinetik
0.794,133.997,0.0,0.3,0.679,0.946,Kinetik
0.863,129.991,0.0,0.134,0.681,0.61,Kinetik
0.824,111.988,0.00752,0.00507,0.788,0.7,Kinetik
0.828,110.071,0.429,0.185,0.72,0.768,Kinetik
0.759,115.142,2.84e-05,0.0769,0.707,0.955,Kinetik
0.836,131.13,2.53e-06,0.0179,0.754,0.965,Kinetik
0.829,136.056,4.04e-05,0.026,0.674,0.751,Kinetik
0.813,122.08,0.00395,0.00574,0.778,0.882,Kinetik
0.907,134.945,0.084,0.00106,0.693,0.768,Kinetik
0.864,134.976,0.0,0.123,0.749,0.878,Kinetik
0.755,125.988,0.0307,0.131,0.656,0.634,Kinetik
0.873,131.985,1.88e-06,0.133,0.704,0.87,Kinetik
0.985,119.971,0.0,0.127,0.688,0.828,Kinetik
0.779,111.945,0.0,0.205,0.653,0.856,Kinetik
0.963,128.01,0.126,0.000329,0.733,0.0689,Kinetik
0.87,119.964,0.000162,0.00288,0.667,0.899,Kinetik
0.752,124.019,0.0,0.0191,0.783,0.648,Kinetik
0.877,108.674,0.000656,0.191,0.68,0.922,Kinetik
0.925,127.95,0.136,0.000737,0.763,0.455,Kinetik
0.79,115.03,1.01e-06,0.257,0.767,0.876,Kinetik
0.812,122.083,0.0138,0.0375,0.744,0.865,Kinetik
0.753,123.463,0.0,0.0105,0.667,0.785,Kinetik
0.769,125.184,0.0,0.156,0.839,0.866,Kinetik
0.844,103.972,0.00201,0.166,0.784,0.94,Kinetik
0.757,110.07,0.0,0.291,0.862,0.735,Kinetik
0.818,122.03,0.0,0.0426,0.703,0.516,Kinetik
0.882,116.22,3.39e-06,0.183,0.747,0.815,Kinetik
0.931,126.057,1.19e-06,0.0984,0.653,0.643,Kinetik
0.925,127.985,1.79e-05,0.00468,0.681,0.305,Kinetik
0.85,125.019,0.178,0.00255,0.806,0.581,Kinetik
0.791,130.296,0.0118,0.0987,0.863,0.966,Kinetik
0.758,105.677,0.0014,0.192,0.735,0.917,Kinetik
0.803,117.779,0.0,0.0307,0.774,0.813,Kinetik
0.872,128.038,0.000154,0.192,0.723,0.544,Kinetik
0.911,120.003,0.000225,0.0418,0.685,0.618,Kinetik
0.765,110.973,0.0,0.0194,0.765,0.932,Kinetik
0.892,120.4,0.0187,0.00475,0.796,0.965,Kinetik
0.819,125.047,0.0,0.17,0.774,0.847,Kinetik
0.805,131.98,0.0,0.212,0.752,0.838,Kinetik
0.916,137.008,2.4e-06,0.0476,0.735,0.914,Kinetik
0.951,137.968,0.0,0.0385,0.675,0.961,Kinetik
0.839,113.186,0.00209,0.159,0.709,0.864,Kinetik
0.974,138.434,0.0,0.038,0.672,0.803,Kinetik
0.928,127.984,0.0,0.189,0.688,0.871,Kinetik
0.853,132.107,0.0,0.00446,0.674,0.846,Kinetik
0.767,124.016,0.0782,0.00364,0.723,0.275,Kinetik
0.912,126.008,0.00112,0.00426,0.716,0.52,Kinetik
0.931,134.957,0.000266,0.00707,0.742,0.945,Kinetik
0.963,129.968,3.61e-06,0.00818,0.734,0.952,Kinetik
0.909,132.121,0.0,0.0119,0.654,0.5,Kinetik
0.96,124.986,0.000158,0.0258,0.885,0.518,Kinetik
0.962,134.986,0.0,0.0445,0.699,0.91,Kinetik
0.895,128.005,0.0393,0.0344,0.72,0.852,Kinetik
0.809,134.033,0.0,0.288,0.728,0.822,Kinetik
0.903,124.003,0.0,0.0251,0.724,0.845,Kinetik
0.963,128.034,0.0,0.00824,0.66,0.802,Kinetik
0.967,137.971,0.00721,0.00112,0.692,0.933,Kinetik
0.849,136.021,0.0,0.0497,0.845,0.928,Kinetik
0.797,123.026,1.92e-06,0.3,0.654,0.752,Kinetik
0.778,123.066,0.0,0.245,0.692,0.51,Kinetik
0.76,128.037,0.00293,0.0221,0.793,0.741,Kinetik
0.854,121.995,0.00188,0.248,0.728,0.62,Kinetik
0.871,108.501,0.0208,0.27,0.666,0.936,Kinetik
0.786,109.019,6.99e-05,0.0035,0.651,0.414,Kinetik
0.831,125.901,0.000892,0.165,0.694,0.98,Kinetik
0.788,103.172,2.05e-06,0.0117,0.711,0.757,Kinetik
0.78,111.833,0.106,0.114,0.729,0.795,Kinetik
0.844,117.306,1.81e-05,0.00346,0.734,0.823,Kinetik
0.944,134.0,0.0,0.0127,0.659,0.682,Kinetik
0.759,113.012,3.56e-05,0.537,0.665,0.773,Kinetik
0.911,123.982,0.444,0.000982,0.866,0.97,Kinetik
0.823,138.013,4.96e-05,0.0538,0.856,0.968,Kinetik
0.769,134.929,1.17e-05,0.00855,0.761,0.754,Kinetik
0.835,129.994,9.01e-06,0.129,0.813,0.858,Kinetik
0.836,103.157,0.0,0.412,0.722,0.762,Kinetik
0.794,139.951,0.0,0.0566,0.73,0.961,Kinetik
0.881,130.03,1.49e-05,0.0573,0.706,0.682,Kinetik
0.763,108.047,0.116,0.00124,0.746,0.543,Kinetik
0.973,130.532,0.315,0.00467,0.79,0.869,Kinetik
0.759,113.419,0.0,0.0699,0.754,0.87,Kinetik
0.829,123.814,4.85e-06,0.125,0.712,0.769,Kinetik
0.84,116.222,0.0035,0.0421,0.878,0.882,Kinetik
0.986,124.015,0.0628,0.0154,0.8,0.692,Kinetik
0.763,122.045,0.0,0.405,0.755,0.932,Kinetik
0.863,138.037,0.0,0.0139,0.758,0.75,Kinetik
0.788,119.627,0.0,0.245,0.798,0.922,Kinetik
0.955,132.006,0.0,0.195,0.692,0.891,Kinetik
0.917,134.997,1.24e-06,0.0314,0.727,0.557,Kinetik
0.766,135.028,0.000832,0.00528,0.842,0.89,Kinetik
0.847,121.973,0.0,0.253,0.699,0.962,Kinetik
0.994,129.973,0.0,0.0262,0.706,0.701,Kinetik
0.941,134.981,0.0,0.0729,0.71,0.968,Kinetik
0.891,140.0,0.0,0.106,0.831,0.924,Kinetik
0.986,127.974,0.0,0.165,0.764,0.384,Kinetik
0.804,118.343,0.0234,0.00042,0.751,0.919,Kinetik
0.828,127.999,0.0,0.0476,0.705,0.409,Kinetik
0.981,138.054,0.0,0.119,0.697,0.922,Kinetik
0.971,128.008,0.0,0.0498,0.695,0.918,Kinetik
0.819,130.946,0.0,0.00643,0.716,0.727,Kinetik
0.877,110.008,2.55e-06,0.0366,0.73,0.181,Kinetik
0.998,130.959,0.0,0.0406,0.725,0.97,Kinetik
0.888,125.056,0.0,0.0605,0.79,0.903,Kinetik
0.932,138.006,0.00175,0.0749,0.681,0.953,Kinetik
0.953,135.033,0.00013,0.00346,0.673,0.701,Kinetik
0.931,138.551,0.0,0.0691,0.655,0.818,Kinetik
0.879,127.967,6.86e-05,0.237,0.733,0.826,Kinetik
0.957,126.936,0.0,0.291,0.852,0.93,Kinetik
0.821,109.023,0.0,0.193,0.662,0.53,Kinetik
0.913,121.978,0.0,0.221,0.693,0.597,Kinetik
0.76,126.023,2.01e-05,0.00247,0.726,0.487,Kinetik
0.775,125.327,4.5e-06,0.0749,0.685,0.787,Kinetik
0.922,112.028,0.0,0.155,0.758,0.97,Kinetik
0.922,112.028,0.0,0.155,0.758,0.97,Kinetik
0.922,112.028,0.0,0.155,0.758,0.97,Kinetik
0.857,125.955,0.0,0.00363,0.722,0.925,Kinetik
0.752,131.932,0.00496,0.0135,0.797,0.801,Kinetik
0.831,103.573,0.00839,0.0328,0.703,0.949,Kinetik
0.95,133.88,0.000456,0.0639,0.722,0.923,Kinetik
0.815,127.995,0.0,0.186,0.728,0.904,Kinetik
0.783,132.047,0.000297,0.305,0.797,0.712,Kinetik
0.767,124.025,0.00628,0.00837,0.77,0.928,Kinetik
0.999,133.863,0.0,0.0256,0.658,0.581,Kinetik
0.822,108.996,0.00184,0.0549,0.781,0.976,Kinetik
0.958,121.008,3.52e-06,0.0387,0.739,0.884,Kinetik
0.881,124.002,0.0,0.112,0.685,0.772,Kinetik
0.868,123.016,0.257,0.0131,0.759,0.388,Kinetik
0.976,124.001,0.226,0.000441,0.89,0.553,Kinetik
0.811,123.985,0.0,0.276,0.674,0.579,Kinetik
0.916,124.976,0.137,0.00125,0.711,0.735,Kinetik
0.822,120.052,0.000238,0.196,0.719,0.768,Kinetik
0.816,125.018,0.0,0.00805,0.757,0.773,Kinetik
0.788,116.241,0.0124,0.0536,0.659,0.963,Kinetik
0.816,113.244,0.00123,0.00115,0.7,0.838,Kinetik
0.938,137.972,1.17e-06,0.0163,0.745,0.947,Kinetik
0.925,137.979,0.0,0.113,0.728,0.852,Kinetik
0.937,134.023,0.0,0.0618,0.787,0.93,Kinetik
0.913,118.028,0.00539,0.000536,0.694,0.833,Kinetik
1.0,137.96,4.23e-06,0.0477,0.693,0.933,Kinetik
0.888,124.013,1.06e-05,0.162,0.726,0.961,Kinetik
0.805,110.908,0.00184,0.238,0.788,0.669,Kinetik
0.909,130.013,0.00818,0.0138,0.728,0.906,Kinetik
0.816,126.969,0.00207,0.000577,0.727,0.883,Kinetik
0.793,130.003,1.61e-06,0.154,0.726,0.755,Kinetik
0.823,125.931,0.0148,0.0173,0.784,0.574,Kinetik
0.804,132.907,0.0,0.435,0.673,0.961,Kinetik
0.837,132.146,0.0,0.297,0.756,0.588,Kinetik
0.869,124.003,0.21,0.101,0.699,0.252,Kinetik
0.918,123.957,2.86e-06,0.255,0.703,0.511,Kinetik
0.81,128.001,0.0,0.0107,0.732,0.609,Kinetik
0.839,130.024,0.0163,0.00321,0.793,0.837,Kinetik
0.998,133.888,0.0,0.101,0.778,0.884,Kinetik
0.837,138.004,7.73e-05,0.0287,0.835,0.969,Kinetik
0.813,102.996,0.0196,0.252,0.707,0.738,Kinetik
0.768,139.97,0.0,0.00596,0.806,0.947,Kinetik
0.894,130.006,1.27e-05,0.00889,0.651,0.695,Kinetik
0.98,129.996,0.0,0.166,0.779,0.891,Kinetik
0.907,133.07,0.0,0.065,0.9,0.966,Kinetik
0.82,135.122,0.0,0.0595,0.808,0.912,Kinetik
0.861,114.093,0.0,0.0734,0.777,0.95,Kinetik
0.937,123.98,2.45e-06,0.181,0.66,0.51,Kinetik
0.756,121.962,0.0,0.0989,0.708,0.899,Kinetik
0.768,115.039,0.000222,0.324,0.699,0.781,Kinetik
0.889,107.074,0.0,0.637,0.664,0.749,Kinetik
0.779,122.026,0.0,0.182,0.676,0.511,Kinetik
0.814,107.01,0.0,0.286,0.695,0.515,Kinetik
0.786,132.001,0.0,0.561,0.812,0.797,Kinetik
0.883,134.949,0.0,0.102,0.653,0.954,Kinetik
0.784,101.97,0.000347,0.114,0.678,0.247,Kinetik
0.83,120.18,3.18e-05,0.247,0.746,0.661,Kinetik
0.833,117.54,5.59e-06,0.382,0.681,0.725,Kinetik
0.815,122.039,0.0,0.326,0.71,0.838,Kinetik
0.869,116.002,0.0,0.174,0.785,0.755,Kinetik
0.865,116.007,0.0,0.0867,0.766,0.655,Kinetik
0.865,116.007,0.0,0.0867,0.766,0.655,Kinetik
0.87,120.024,1.98e-06,0.0162,0.718,0.631,Kinetik
0.964,129.987,0.000643,0.0291,0.681,0.844,Kinetik
0.854,127.03,0.00146,0.0168,0.689,0.632,Kinetik
0.756,129.997,0.00518,0.00869,0.738,0.501,Kinetik
0.854,139.899,0.0,0.0169,0.688,0.741,Kinetik
0.872,120.026,1.99e-06,0.0162,0.717,0.61,Kinetik
0.77,105.028,0.0,0.245,0.704,0.574,Kinetik
0.9,110.28,0.0,0.00811,0.86,0.802,Kinetik
0.827,131.948,0.0,0.286,0.725,0.81,Kinetik
0.927,127.001,0.39,0.0145,0.759,0.655,Kinetik
0.773,120.0,0.00341,0.0331,0.663,0.103,Kinetik
0.865,116.007,0.0,0.0867,0.766,0.655,Kinetik
0.856,124.039,0.0,0.031,0.658,0.413,Kinetik
0.789,124.954,0.456,0.0028,0.676,0.299,Kinetik
0.885,126.921,0.0734,0.00636,0.674,0.814,Kinetik
0.897,126.02,0.0617,0.241,0.724,0.7,Kinetik
0.8,127.961,0.0,0.0843,0.671,0.809,Kinetik
0.87,126.999,0.132,0.0354,0.851,0.896,Kinetik
0.803,128.058,6.32e-05,0.00497,0.698,0.674,Kinetik
0.962,127.996,0.234,0.000367,0.688,0.449,Kinetik
0.793,125.01,0.205,0.00336,0.705,0.539,Kinetik
0.937,126.961,0.00122,0.0463,0.687,0.907,Kinetik
0.893,139.933,0.142,0.0142,0.891,0.555,Kinetik
0.828,127.976,0.00287,0.00304,0.671,0.57,Kinetik
0.822,128.002,0.00318,0.00413,0.663,0.567,Kinetik
0.875,135.018,1.2e-05,0.0543,0.69,0.455,Kinetik
0.844,104.993,0.000525,0.0441,0.773,0.852,Kinetik
0.814,124.03,0.0102,0.243,0.79,0.914,Kinetik
0.826,100.016,0.0,0.101,0.678,0.426,Kinetik
0.796,100.014,0.00267,0.000715,0.742,0.349,Kinetik
0.895,106.945,0.0794,0.00224,0.774,0.533,Kinetik
0.918,100.041,4.61e-05,0.126,0.779,0.391,Kinetik
0.803,103.025,0.0,0.12,0.651,0.275,Kinetik
0.913,130.075,0.0103,0.0914,0.724,0.584,Kinetik
0.927,128.029,0.0563,0.0477,0.817,0.443,Kinetik
0.929,129.996,0.00129,0.309,0.677,0.709,Kinetik
0.862,108.001,0.00298,0.157,0.683,0.609,Kinetik
0.932,105.01,0.0136,0.414,0.824,0.471,Kinetik
0.857,126.009,0.0528,0.289,0.764,0.792,Kinetik
0.808,130.95,0.000112,0.0499,0.679,0.374,Kinetik
0.912,107.999,1.25e-06,0.316,0.765,0.568,Kinetik
0.76,129.999,0.000186,0.216,0.858,0.725,Kinetik
0.803,102.819,5.8e-05,0.00874,0.881,0.627,Kinetik
0.858,126.005,0.0629,0.321,0.762,0.836,Kinetik
0.913,100.004,0.412,0.000148,0.665,0.439,Kinetik
0.938,104.981,5.29e-05,0.168,0.736,0.561,Kinetik
0.772,123.075,0.0,0.136,0.67,0.206,Kinetik
0.859,126.012,0.395,0.131,0.762,0.689,Kinetik
0.755,126.011,0.000123,0.029,0.776,0.853,Kinetik
0.951,129.954,0.000348,0.0373,0.666,0.232,Kinetik
0.822,128.002,0.00318,0.00413,0.663,0.567,Kinetik
0.78,106.009,0.0,0.0712,0.872,0.695,Kinetik
0.82,139.99,0.0,0.275,0.695,0.747,Kinetik
0.893,139.933,0.142,0.0142,0.891,0.555,Kinetik
0.828,127.976,0.00287,0.00304,0.671,0.57,Kinetik
0.822,128.002,0.00318,0.00413,0.663,0.567,Kinetik
0.875,135.018,1.2e-05,0.0543,0.69,0.455,Kinetik
0.826,100.016,0.0,0.101,0.678,0.426,Kinetik
0.844,104.993,0.000525,0.0441,0.773,0.852,Kinetik
0.796,100.014,0.00267,0.000715,0.742,0.349,Kinetik
0.895,106.945,0.0794,0.00224,0.774,0.533,Kinetik
0.803,103.025,0.0,0.12,0.651,0.275,Kinetik
0.913,130.075,0.0103,0.0914,0.724,0.584,Kinetik
0.927,128.029,0.0563,0.0477,0.817,0.443,Kinetik
0.808,130.95,0.000112,0.0499,0.679,0.374,Kinetik
0.772,123.075,0.0,0.136,0.67,0.206,Kinetik
0.913,100.004,0.412,0.000148,0.665,0.439,Kinetik
0.859,126.012,0.395,0.131,0.762,0.689,Kinetik
0.951,129.954,0.000348,0.0373,0.666,0.232,Kinetik
0.755,126.011,0.000123,0.029,0.776,0.853,Kinetik
0.822,128.002,0.00318,0.00413,0.663,0.567,Kinetik
0.78,106.009,0.0,0.0712,0.872,0.695,Kinetik
0.755,139.943,0.272,0.000861,0.67,0.288,Kinetik
0.953,130.077,0.00656,0.0259,0.77,0.323,Kinetik
0.954,132.009,0.0288,0.000334,0.661,0.36,Kinetik
0.831,111.998,0.0,0.139,0.725,0.679,Kinetik
0.762,102.997,0.0,0.0805,0.686,0.268,Kinetik
0.82,124.985,0.0,0.222,0.754,0.336,Kinetik
0.87,126.036,0.0,0.0661,0.664,0.579,Kinetik
0.924,134.91,0.0009,0.0401,0.721,0.4,Kinetik
0.864,127.986,0.0365,0.00166,0.71,0.114,Kinetik
0.85,125.051,2.5e-05,0.0751,0.773,0.579,Kinetik
0.883,122.984,0.0,0.0512,0.692,0.614,Kinetik
0.883,122.984,0.0,0.0512,0.692,0.614,Kinetik
0.883,122.984,0.0,0.0512,0.692,0.614,Kinetik
0.883,122.984,0.0,0.0512,0.692,0.614,Kinetik
0.883,122.984,0.0,0.0512,0.692,0.614,Kinetik
0.883,122.984,0.0,0.0512,0.692,0.614,Kinetik
0.792,100.015,0.0,0.191,0.687,0.671,Kinetik
0.837,103.072,0.0,0.0172,0.743,0.263,Kinetik
0.841,123.045,1.33e-06,0.00445,0.748,0.717,Kinetik
0.841,123.045,1.33e-06,0.00445,0.748,0.717,Kinetik
0.841,123.045,1.33e-06,0.00445,0.748,0.717,Kinetik
0.841,123.045,1.33e-06,0.00445,0.748,0.717,Kinetik
0.841,123.045,1.33e-06,0.00445,0.748,0.717,Kinetik
0.841,123.045,1.33e-06,0.00445,0.748,0.717,Kinetik
0.841,123.045,1.33e-06,0.00445,0.748,0.717,Kinetik
0.763,117.953,2.23e-05,0.0301,0.754,0.464,Kinetik
0.841,123.045,1.33e-06,0.00445,0.748,0.717,Kinetik
0.841,123.045,1.33e-06,0.00445,0.748,0.717,Kinetik
0.763,117.953,2.23e-05,0.0301,0.754,0.464,Kinetik
0.841,123.045,1.33e-06,0.00445,0.748,0.717,Kinetik
0.763,117.953,2.23e-05,0.0301,0.754,0.464,Kinetik
0.841,123.045,1.33e-06,0.00445,0.748,0.717,Kinetik
0.841,123.045,1.33e-06,0.00445,0.748,0.717,Kinetik
0.763,117.953,2.23e-05,0.0301,0.754,0.464,Kinetik
0.792,100.011,0.0,0.191,0.687,0.671,Kinetik
0.792,100.011,0.0,0.191,0.687,0.671,Kinetik
0.763,117.953,2.23e-05,0.0301,0.754,0.464,Kinetik
0.763,117.953,2.23e-05,0.0301,0.754,0.464,Kinetik
0.763,117.953,2.23e-05,0.0301,0.754,0.464,Kinetik
0.787,119.986,0.0,0.198,0.77,0.513,Kinetik
0.787,119.986,0.0,0.198,0.77,0.513,Kinetik
0.787,119.986,0.0,0.198,0.77,0.513,Kinetik
0.842,123.039,4.52e-06,0.00519,0.735,0.681,Kinetik
0.774,119.966,0.0127,0.121,0.912,0.632,Kinetik
0.879,109.939,0.0,0.0066,0.708,0.202,Kinetik
0.837,100.015,0.00313,0.00406,0.8,0.702,Kinetik
0.763,117.953,2.23e-05,0.0301,0.754,0.464,Kinetik
0.763,101.965,0.0,0.406,0.72,0.742,Kinetik
0.797,121.985,5.57e-06,0.0582,0.845,0.422,Kinetik
0.826,100.012,0.03,0.142,0.771,0.185,Kinetik
0.837,103.072,0.0,0.0172,0.743,0.263,Kinetik
0.792,100.011,0.0,0.191,0.687,0.671,Kinetik
0.857,133.994,0.0,0.00163,0.663,0.294,Kinetik
0.792,100.011,0.0,0.191,0.687,0.671,Kinetik
0.792,100.011,0.0,0.191,0.687,0.671,Kinetik
0.792,100.011,0.0,0.191,0.687,0.671,Kinetik
0.792,100.011,0.0,0.191,0.687,0.671,Kinetik
0.792,100.011,0.0,0.191,0.687,0.671,Kinetik
0.817,105.964,0.0,0.00711,0.675,0.446,Kinetik
0.896,101.216,3.21e-05,0.0342,0.67,0.403,Kinetik
0.802,120.053,0.0496,0.0271,0.681,0.791,Kinetik
0.804,109.0,0.0,0.0402,0.66,0.359,Kinetik
0.817,126.026,0.00435,0.0866,0.714,0.123,Kinetik
0.794,104.014,0.0,0.101,0.738,0.566,Kinetik
0.858,133.993,0.0,0.00163,0.662,0.295,Kinetik
0.856,104.904,0.0,0.0233,0.78,0.605,Kinetik
0.886,125.034,0.0,0.028,0.685,0.615,Kinetik
0.886,125.034,0.0,0.028,0.685,0.615,Kinetik
0.886,125.034,0.0,0.028,0.685,0.615,Kinetik
0.947,130.043,0.0221,0.0906,0.742,0.88,Kinetik
0.785,106.046,0.0,0.327,0.687,0.655,Kinetik
0.86,122.975,3.21e-06,0.155,0.674,0.771,Kinetik
0.886,125.034,0.0,0.028,0.685,0.615,Kinetik
0.86,122.975,3.21e-06,0.155,0.674,0.771,Kinetik
0.86,122.975,3.21e-06,0.155,0.674,0.771,Kinetik
0.849,123.992,1.2e-06,0.0791,0.663,0.722,Kinetik
0.86,122.975,3.21e-06,0.155,0.674,0.771,Kinetik
0.86,122.975,3.21e-06,0.155,0.674,0.771,Kinetik
0.86,122.975,3.21e-06,0.155,0.674,0.771,Kinetik
0.828,126.002,0.0,0.0399,0.694,0.407,Kinetik
0.86,122.975,3.21e-06,0.155,0.674,0.771,Kinetik
0.781,124.04,3.12e-05,0.0185,0.695,0.456,Kinetik
0.86,122.975,3.21e-06,0.155,0.674,0.771,Kinetik
0.781,124.04,3.12e-05,0.0185,0.695,0.456,Kinetik
0.781,124.04,3.12e-05,0.0185,0.695,0.456,Kinetik
0.781,124.04,3.12e-05,0.0185,0.695,0.456,Kinetik
0.86,122.975,3.21e-06,0.155,0.674,0.771,Kinetik
0.855,124.005,0.0,0.0564,0.682,0.304,Kinetik
0.836,133.182,0.299,0.0452,0.653,0.804,Kinetik
0.787,119.986,0.0,0.198,0.77,0.513,Kinetik
0.861,117.965,0.0,0.39,0.73,0.704,Kinetik
0.947,130.043,0.0221,0.0906,0.742,0.88,Kinetik
0.886,125.034,0.0,0.028,0.685,0.615,Kinetik
0.856,123.997,0.0,0.0896,0.686,0.733,Kinetik
0.856,123.997,0.0,0.0896,0.686,0.733,Kinetik
0.849,123.992,1.2e-06,0.0791,0.663,0.722,Kinetik
0.856,121.99,0.0597,0.0305,0.722,0.827,Kinetik
0.856,123.997,0.0,0.0896,0.686,0.733,Kinetik
0.828,126.002,0.0,0.0399,0.694,0.407,Kinetik
0.828,126.002,0.0,0.0399,0.694,0.407,Kinetik
0.874,122.953,1.14e-05,0.168,0.734,0.905,Kinetik
0.874,122.953,1.14e-05,0.168,0.734,0.905,Kinetik
0.874,122.953,1.14e-05,0.168,0.734,0.905,Kinetik
0.751,117.948,6.43e-05,0.177,0.88,0.884,Kinetik
0.781,124.04,3.12e-05,0.0185,0.695,0.456,Kinetik
0.949,128.028,3.83e-05,0.0037,0.671,0.0724,Kinetik
0.924,108.009,5.63e-06,0.0332,0.723,0.527,Kinetik
0.924,108.009,5.63e-06,0.0332,0.723,0.527,Kinetik
0.771,117.941,0.0027,0.104,0.815,0.546,Kinetik
0.856,123.997,0.0,0.0896,0.686,0.733,Kinetik
0.856,123.997,0.0,0.0896,0.686,0.733,Kinetik
0.792,104.013,0.0,0.102,0.737,0.543,Kinetik
0.864,120.012,0.00037,0.276,0.705,0.626,Kinetik
0.874,122.953,1.14e-05,0.168,0.734,0.905,Kinetik
0.792,104.013,0.0,0.102,0.737,0.543,Kinetik
0.874,122.953,1.14e-05,0.168,0.734,0.905,Kinetik
0.856,123.997,0.0,0.0896,0.686,0.733,Kinetik
0.792,104.013,0.0,0.102,0.737,0.543,Kinetik
0.863,118.029,0.0,0.393,0.735,0.728,Kinetik
0.792,104.013,0.0,0.102,0.737,0.543,Kinetik
0.863,118.029,0.0,0.393,0.735,0.728,Kinetik
0.863,118.029,0.0,0.393,0.735,0.728,Kinetik
0.757,121.013,0.0943,0.0157,0.809,0.587,Kinetik
0.757,121.013,0.0943,0.0157,0.809,0.587,Kinetik
0.757,104.996,1.18e-06,0.495,0.784,0.587,Kinetik
0.833,123.97,0.00747,0.018,0.787,0.796,Kinetik
0.847,115.016,2.14e-05,0.254,0.799,0.529,Kinetik
0.847,115.016,2.14e-05,0.254,0.799,0.529,Kinetik
0.764,124.977,9.05e-06,0.031,0.679,0.471,Kinetik
0.764,124.977,9.05e-06,0.031,0.679,0.471,Kinetik
0.764,124.977,9.05e-06,0.031,0.679,0.471,Kinetik
0.764,124.977,9.05e-06,0.031,0.679,0.471,Kinetik
0.764,124.977,9.05e-06,0.031,0.679,0.471,Kinetik
0.863,120.028,0.0594,0.0176,0.887,0.517,Kinetik
0.863,120.028,0.0594,0.0176,0.887,0.517,Kinetik
0.759,101.943,0.0,0.411,0.724,0.765,Kinetik
0.764,124.977,9.05e-06,0.031,0.679,0.471,Kinetik
0.764,124.977,9.05e-06,0.031,0.679,0.471,Kinetik
0.764,124.977,9.05e-06,0.031,0.679,0.471,Kinetik
0.863,120.028,0.0594,0.0176,0.887,0.517,Kinetik
0.764,124.977,9.05e-06,0.031,0.679,0.471,Kinetik
0.863,120.028,0.0594,0.0176,0.887,0.517,Kinetik
0.863,120.028,0.0594,0.0176,0.887,0.517,Kinetik
0.764,124.977,9.05e-06,0.031,0.679,0.471,Kinetik
0.759,101.943,0.0,0.411,0.724,0.765,Kinetik
0.836,100.033,0.0068,0.00421,0.796,0.68,Kinetik
0.821,125.051,0.000403,0.0169,0.848,0.249,Kinetik
0.841,123.045,1.33e-06,0.00445,0.748,0.717,Kinetik
0.779,108.074,1.39e-06,0.372,0.653,0.387,Kinetik
0.822,122.031,0.00117,0.0097,0.704,0.541,Kinetik
0.788,135.991,0.000172,0.267,0.81,0.845,Kinetik
0.804,122.111,1.92e-05,0.0818,0.677,0.41,Kinetik
0.804,122.111,1.92e-05,0.0818,0.677,0.41,Kinetik
0.804,122.111,1.92e-05,0.0818,0.677,0.41,Kinetik
0.815,125.052,0.0,0.0127,0.759,0.597,Kinetik
0.923,127.982,0.168,0.0124,0.712,0.263,Kinetik
0.898,123.996,0.0347,0.0844,0.654,0.722,Kinetik
0.898,123.996,0.0347,0.0844,0.654,0.722,Kinetik
0.898,123.996,0.0347,0.0844,0.654,0.722,Kinetik
0.923,127.982,0.168,0.0124,0.712,0.263,Kinetik
