energy,tempo,instrumentalness,acousticness,danceability,valence,label
0.776,115.034,0.000189,0.00388,0.67,0.624,Kinetik
0.776,115.034,0.000189,0.00388,0.67,0.624,Kinetik
0.776,115.034,0.000189,0.00388,0.67,0.624,Kinetik
0.882,125.007,0.0131,0.0606,0.707,0.208,Kinetik
0.882,125.007,0.0131,0.0606,0.707,0.208,Kinetik
0.882,125.007,0.0131,0.0606,0.707,0.208,Kinetik
0.882,125.007,0.0131,0.0606,0.707,0.208,Kinetik
0.854,121.998,0.00184,0.245,0.728,0.62,Kinetik
0.853,124.921,0.0,0.0306,0.739,0.344,Kinetik
0.817,104.002,0.0,0.211,0.901,0.929,Kinetik
0.786,123.996,5.54e-05,0.0226,0.748,0.664,Kinetik
0.864,118.032,1.34e-05,0.161,0.732,0.568,Kinetik
0.792,104.012,0.0,0.102,0.737,0.543,Kinetik
0.793,116.05,1.77e-06,0.0378,0.81,0.863,Kinetik
0.766,123.062,6.81e-06,0.0219,0.677,0.198,Kinetik
0.886,126.031,1.81e-06,0.0481,0.733,0.696,Kinetik
0.901,125.115,1.03e-05,0.145,0.689,0.651,Kinetik
0.781,124.04,3.12e-05,0.0185,0.695,0.456,Kinetik
0.804,122.111,1.92e-05,0.0818,0.677,0.41,Kinetik
0.835,124.027,1.06e-05,0.179,0.727,0.408,Kinetik
0.835,124.027,1.06e-05,0.179,0.727,0.408,Kinetik
0.835,124.027,1.06e-05,0.179,0.727,0.408,Kinetik
0.771,110.048,0.0,0.045,0.723,0.533,Kinetik
0.894,125.007,8.83e-06,0.149,0.665,0.737,Kinetik
0.814,119.041,9.64e-06,0.132,0.738,0.483,Kinetik
0.818,123.003,2.81e-05,0.232,0.849,0.817,Kinetik
0.895,124.041,0.00592,0.149,0.687,0.686,Kinetik
0.823,122.143,0.0,0.0937,0.734,0.409,Kinetik
0.838,123.95,0.0,0.0144,0.659,0.286,Kinetik
0.892,126.03,7.11e-06,0.0577,0.686,0.752,Kinetik
0.764,125.02,0.0,0.0247,0.7,0.424,Kinetik
0.816,131.001,4.87e-06,0.0573,0.71,0.363,Kinetik
0.911,128.02,0.0247,0.00552,0.685,0.351,Kinetik
0.764,125.02,0.0,0.0247,0.7,0.424,Kinetik
0.761,123.954,0.00122,0.162,0.726,0.558,Kinetik
0.839,105.002,0.000764,0.0607,0.67,0.726,Kinetik
0.788,123.02,0.0,0.0121,0.687,0.669,Kinetik
0.933,128.699,0.0358,0.00328,0.655,0.472,Kinetik
0.786,125.983,0.0,0.197,0.676,0.483,Kinetik
0.915,126.038,0.00337,0.0282,0.674,0.78,Kinetik
0.799,112.054,0.0119,0.0589,0.667,0.288,Kinetik
0.799,112.054,0.0119,0.0589,0.667,0.288,Kinetik
0.799,112.054,0.0119,0.0589,0.667,0.288,Kinetik
0.799,112.054,0.0119,0.0589,0.667,0.288,Kinetik
0.799,112.054,0.0119,0.0589,0.667,0.288,Kinetik
0.799,112.054,0.0119,0.0589,0.667,0.288,Kinetik
0.824,123.965,0.00162,0.0547,0.706,0.536,Kinetik
0.785,102.987,0.00135,0.0934,0.733,0.796,Kinetik
0.839,116.991,0.0,0.0849,0.791,0.349,Kinetik
0.851,120.042,0.00231,0.115,0.724,0.439,Kinetik
0.809,116.024,0.0,0.0266,0.734,0.254,Kinetik
0.847,115.016,2.14e-05,0.254,0.799,0.529,Kinetik
0.818,124.036,0.328,0.104,0.794,0.792,Kinetik
0.756,123.033,0.000174,0.0449,0.695,0.413,Kinetik
0.756,123.033,0.000174,0.0449,0.695,0.413,Kinetik
0.767,125.029,0.0,0.194,0.768,0.457,Kinetik
0.767,125.029,0.0,0.194,0.768,0.457,Kinetik
0.767,125.029,0.0,0.194,0.768,0.457,Kinetik
0.767,123.014,4.5e-06,0.0255,0.693,0.204,Kinetik
0.767,123.014,4.5e-06,0.0255,0.693,0.204,Kinetik
0.767,125.029,0.0,0.194,0.768,0.457,Kinetik
0.767,125.029,0.0,0.194,0.768,0.457,Kinetik
0.831,121.034,0.00304,0.444,0.74,0.448,Kinetik
0.778,123.954,0.0,0.0152,0.715,0.756,Kinetik
0.837,124.953,4.45e-05,0.0214,0.703,0.356,Kinetik
0.752,122.98,2.69e-05,0.027,0.789,0.739,Kinetik
0.847,115.016,2.14e-05,0.254,0.799,0.529,Kinetik
0.96,124.01,0.00199,0.0514,0.733,0.811,Kinetik
0.764,109.919,0.0,0.144,0.754,0.929,Kinetik
0.963,125.961,0.0169,0.00477,0.703,0.0301,Kinetik
0.77,115.937,4.08e-05,0.0453,0.696,0.775,Kinetik
0.845,122.053,3.31e-05,0.0826,0.745,0.783,Kinetik
0.813,121.988,0.00147,0.0718,0.694,0.233,Kinetik
0.813,121.988,0.00147,0.0718,0.694,0.233,Kinetik
0.845,122.053,3.31e-05,0.0826,0.745,0.783,Kinetik
0.788,101.006,0.000306,0.0164,0.688,0.774,Kinetik
0.845,122.053,3.31e-05,0.0826,0.745,0.783,Kinetik
0.788,101.006,0.000306,0.0164,0.688,0.774,Kinetik
0.788,101.006,0.000306,0.0164,0.688,0.774,Kinetik
0.788,101.006,0.000306,0.0164,0.688,0.774,Kinetik
0.788,101.006,0.000306,0.0164,0.688,0.774,Kinetik
0.985,100.01,0.0078,0.0654,0.678,0.0666,Kinetik
0.754,116.045,0.0,0.635,0.804,0.981,Kinetik
0.834,132.047,0.0,0.00356,0.814,0.577,Kinetik
0.949,127.942,0.004,0.00344,0.774,0.496,Kinetik
0.845,126.999,0.0343,0.00203,0.7,0.52,Kinetik
0.771,130.001,0.183,0.00263,0.66,0.555,Kinetik
0.85,124.002,0.494,2.19e-05,0.688,0.963,Kinetik
0.926,108.008,0.169,0.0252,0.67,0.659,Kinetik
0.851,128.977,0.0,0.497,0.714,0.831,Kinetik
0.924,136.021,0.0,0.0738,0.654,0.595,Kinetik
0.939,136.016,6.02e-06,0.0554,0.672,0.589,Kinetik
0.934,135.991,0.0,0.0428,0.654,0.656,Kinetik
0.778,125.025,0.0,0.555,0.693,0.282,Kinetik
0.798,123.01,5.15e-06,0.32,0.738,0.793,Kinetik
0.9,131.97,0.0464,0.0805,0.727,0.505,Kinetik
0.932,106.021,0.0,0.24,0.806,0.792,Kinetik
0.899,120.016,0.0,0.157,0.818,0.736,Kinetik
0.9,108.015,3.09e-05,0.31,0.843,0.89,Kinetik
0.944,120.02,0.0,0.209,0.732,0.957,Kinetik
0.884,118.007,0.0,0.427,0.84,0.972,Kinetik
0.941,138.048,2.93e-06,0.0811,0.687,0.909,Kinetik
0.83,105.012,2.5e-05,0.404,0.718,0.771,Kinetik
0.873,104.982,0.0294,0.075,0.738,0.484,Kinetik
0.792,139.961,0.000417,0.184,0.664,0.86,Kinetik
0.919,101.94,0.0,0.223,0.706,0.701,Kinetik
0.93,113.988,0.0,0.33,0.818,0.831,Kinetik
0.899,120.016,0.0,0.157,0.818,0.736,Kinetik
0.982,110.03,0.000939,0.394,0.703,0.697,Kinetik
0.837,111.934,0.0013,0.237,0.677,0.829,Kinetik
0.929,127.999,0.000462,0.253,0.799,0.952,Kinetik
0.773,133.888,0.0,0.0469,0.702,0.719,Kinetik
0.889,111.983,3.06e-05,0.108,0.783,0.851,Kinetik
0.914,104.014,0.0,0.0958,0.841,0.651,Kinetik
0.829,108.999,8.53e-05,0.303,0.818,0.967,Kinetik
0.973,115.061,0.0,0.414,0.68,0.727,Kinetik
0.917,116.03,0.0,0.343,0.681,0.772,Kinetik
0.924,136.021,0.0,0.0738,0.654,0.595,Kinetik
0.894,104.985,1.55e-05,0.54,0.755,0.799,Kinetik
0.942,120.004,0.00784,0.158,0.757,0.728,Kinetik
0.934,135.991,0.0,0.0428,0.654,0.656,Kinetik
0.947,130.043,0.0221,0.0906,0.742,0.88,Kinetik
0.93,113.988,0.0,0.33,0.818,0.831,Kinetik
0.947,130.043,0.0221,0.0906,0.742,0.88,Kinetik
0.788,112.988,2.94e-05,0.0992,0.768,0.931,Kinetik
0.907,131.989,4.91e-06,0.39,0.71,0.729,Kinetik
0.86,104.982,0.000321,0.264,0.788,0.853,Kinetik
0.956,104.921,0.00012,0.0221,0.757,0.627,Kinetik
0.821,121.993,3.8e-05,0.0528,0.722,0.752,Kinetik
0.878,120.003,6.32e-05,0.417,0.771,0.84,Kinetik
0.951,109.427,0.0083,0.0693,0.773,0.603,Kinetik
0.97,137.954,0.171,0.00591,0.682,0.959,Kinetik
0.921,137.989,1.82e-05,0.0841,0.8,0.826,Kinetik
0.975,103.026,0.000384,0.0719,0.683,0.745,Kinetik
0.9,134.015,0.000794,0.00291,0.661,0.677,Kinetik
0.779,129.022,0.000266,0.334,0.709,0.611,Kinetik
0.921,129.945,0.000164,0.0956,0.747,0.671,Kinetik
0.812,131.984,2.11e-06,0.108,0.709,0.908,Kinetik
0.835,119.992,7.27e-05,0.108,0.854,0.804,Kinetik
0.891,122.025,0.0567,0.359,0.745,0.906,Kinetik
0.823,128.01,6.44e-06,0.109,0.677,0.174,Kinetik
0.815,127.985,0.0,0.0217,0.699,0.737,Kinetik
0.861,103.988,1.15e-06,0.08,0.778,0.506,Kinetik
0.822,100.004,1.6e-06,0.506,0.832,0.927,Kinetik
0.899,109.994,1.38e-05,0.096,0.7,0.674,Kinetik
0.878,132.019,3.43e-06,0.00733,0.689,0.7,Kinetik
0.918,117.971,0.0,0.646,0.815,0.811,Kinetik
0.896,126.995,0.0,0.31,0.693,0.854,Kinetik
0.943,130.02,0.000374,0.31,0.742,0.881,Kinetik
0.799,122.04,0.00044,0.0894,0.756,0.709,Kinetik
0.916,133.889,0.0,0.029,0.691,0.394,Kinetik
0.807,113.975,0.0,0.304,0.76,0.562,Kinetik
0.826,129.911,0.0298,0.116,0.874,0.691,Kinetik
0.918,101.44,0.000319,0.055,0.778,0.487,Kinetik
0.953,101.997,1.97e-06,0.161,0.782,0.477,Kinetik
0.822,101.998,0.0,0.0284,0.762,0.467,Kinetik
0.779,129.022,0.000266,0.334,0.709,0.611,Kinetik
0.817,103.853,0.00379,0.132,0.719,0.0747,Kinetik
0.964,115.959,0.00227,0.33,0.67,0.487,Kinetik
0.952,104.945,0.00184,0.224,0.833,0.674,Kinetik
0.923,115.98,0.0,0.436,0.682,0.734,Kinetik
0.929,127.999,0.000462,0.253,0.799,0.952,Kinetik
0.926,132.963,4.13e-05,0.245,0.693,0.501,Kinetik
0.763,119.98,1.73e-05,0.291,0.825,0.766,Kinetik
0.859,128.007,0.14,0.0984,0.69,0.507,Kinetik
0.795,131.916,2.19e-06,0.538,0.813,0.879,Kinetik
0.951,130.094,0.00011,0.0308,0.654,0.521,Kinetik
0.896,126.995,0.0,0.31,0.693,0.854,Kinetik
0.898,131.986,0.0586,0.184,0.739,0.365,Kinetik
0.85,104.859,0.0,0.038,0.654,0.532,Kinetik
0.92,104.968,7.95e-06,0.155,0.838,0.745,Kinetik
0.839,123.864,0.0,0.0853,0.658,0.69,Kinetik
0.891,122.025,0.0567,0.359,0.745,0.906,Kinetik
0.941,130.05,0.0103,0.0949,0.773,0.863,Kinetik
0.872,117.984,0.0108,0.604,0.801,0.572,Kinetik
0.8,134.002,0.0,0.127,0.714,0.589,Kinetik
0.817,105.964,0.0,0.00711,0.675,0.446,Kinetik
0.802,120.053,0.0496,0.0271,0.681,0.791,Kinetik
0.804,109.0,0.0,0.0402,0.66,0.359,Kinetik
0.907,111.015,0.0021,0.0865,0.774,0.691,Kinetik
0.836,133.182,0.299,0.0452,0.653,0.804,Kinetik
0.947,130.043,0.0221,0.0906,0.742,0.88,Kinetik
0.947,130.043,0.0221,0.0906,0.742,0.88,Kinetik
0.902,100.012,0.000262,0.0591,0.673,0.538,Kinetik
0.751,118.384,0.0,0.0604,0.675,0.612,Kinetik
0.97,137.954,0.171,0.00591,0.682,0.959,Kinetik
0.967,124.024,0.000324,0.395,0.852,0.891,Kinetik
0.854,125.637,1.2e-06,0.179,0.666,0.803,Kinetik
0.817,103.853,0.00379,0.132,0.719,0.0747,Kinetik
0.849,126.028,0.0,0.276,0.855,0.699,Kinetik
0.817,105.964,0.0,0.00711,0.675,0.446,Kinetik
0.859,128.007,0.14,0.0984,0.69,0.507,Kinetik
0.759,104.0,0.0,0.00509,0.803,0.284,Kinetik
0.855,125.639,1.2e-06,0.179,0.666,0.803,Kinetik
0.905,104.965,0.000227,0.669,0.67,0.563,Kinetik
0.918,128.016,0.00127,0.000148,0.725,0.503,Kinetik
0.83,129.02,0.00523,0.0518,0.71,0.936,Kinetik
0.9,100.721,0.063,0.0884,0.682,0.937,Kinetik
0.951,130.094,0.00011,0.0308,0.654,0.521,Kinetik
0.788,101.006,0.000306,0.0164,0.688,0.774,Kinetik
0.788,101.006,0.000306,0.0164,0.688,0.774,Kinetik
0.788,101.006,0.000306,0.0164,0.688,0.774,Kinetik
0.788,101.006,0.000306,0.0164,0.688,0.774,Kinetik
0.788,101.006,0.000306,0.0164,0.688,0.774,Kinetik
0.835,120.019,0.0,0.25,0.743,0.955,Kinetik
0.865,137.959,0.0,0.134,0.794,0.648,Kinetik
0.798,127.89,0.0,0.141,0.782,0.905,Kinetik
0.759,104.002,0.0,0.00531,0.801,0.293,Kinetik
0.845,129.874,1.54e-06,0.416,0.815,0.955,Kinetik
0.875,123.013,5.41e-06,0.024,0.763,0.8,Kinetik
0.861,108.006,2.46e-06,0.125,0.716,0.5,Kinetik
0.884,122.98,0.0,0.017,0.7,0.948,Kinetik
0.886,123.002,5.78e-06,0.0219,0.76,0.78,Kinetik
0.755,129.955,2.26e-06,0.331,0.797,0.411,Kinetik
0.818,130.01,0.0,0.0733,0.784,0.712,Kinetik
0.849,126.021,0.0,0.275,0.855,0.699,Kinetik
0.795,120.008,0.0391,0.0297,0.682,0.78,Kinetik
0.8,134.002,0.0,0.127,0.714,0.589,Kinetik
0.851,123.951,1.38e-05,0.103,0.863,0.652,Kinetik
0.817,105.964,0.0,0.00711,0.675,0.446,Kinetik
0.802,120.053,0.0496,0.0271,0.681,0.791,Kinetik
0.804,109.0,0.0,0.0402,0.66,0.359,Kinetik
0.907,111.015,0.0021,0.0865,0.774,0.691,Kinetik
0.947,130.043,0.0221,0.0906,0.742,0.88,Kinetik
0.836,133.182,0.299,0.0452,0.653,0.804,Kinetik
0.947,130.043,0.0221,0.0906,0.742,0.88,Kinetik
0.902,100.012,0.000262,0.0591,0.673,0.538,Kinetik
0.97,137.954,0.171,0.00591,0.682,0.959,Kinetik
0.967,124.024,0.000324,0.395,0.852,0.891,Kinetik
0.926,109.157,0.0,0.0914,0.846,0.886,Kinetik
0.854,125.637,1.2e-06,0.179,0.666,0.803,Kinetik
0.751,118.384,0.0,0.0604,0.675,0.612,Kinetik
0.817,103.853,0.00379,0.132,0.719,0.0747,Kinetik
0.828,112.056,0.000144,0.00146,0.654,0.79,Kinetik
0.821,129.94,0.0416,0.0403,0.699,0.862,Kinetik
0.849,126.028,0.0,0.276,0.855,0.699,Kinetik
0.859,128.007,0.14,0.0984,0.69,0.507,Kinetik
0.817,105.964,0.0,0.00711,0.675,0.446,Kinetik
0.855,125.639,1.2e-06,0.179,0.666,0.803,Kinetik
0.784,119.988,5.31e-06,0.00668,0.722,0.768,Kinetik
0.759,104.0,0.0,0.00509,0.803,0.284,Kinetik
0.905,127.969,0.0,0.218,0.73,0.814,Kinetik
0.949,120.02,0.00695,0.00407,0.651,0.7,Kinetik
0.918,128.016,0.00127,0.000148,0.725,0.503,Kinetik
0.756,124.09,3.22e-05,0.438,0.733,0.923,Kinetik
0.905,104.965,0.000227,0.669,0.67,0.563,Kinetik
0.83,129.02,0.00523,0.0518,0.71,0.936,Kinetik
0.9,100.721,0.063,0.0884,0.682,0.937,Kinetik
0.961,101.368,0.423,0.000425,0.659,0.537,Kinetik
0.961,101.368,0.423,0.000425,0.659,0.537,Kinetik
0.932,130.936,0.00147,0.00347,0.656,0.544,Kinetik
0.96,126.02,0.000997,0.00169,0.657,0.567,Kinetik
0.814,130.014,0.00131,0.00118,0.669,0.398,Kinetik
0.912,125.031,0.00136,0.000757,0.681,0.479,Kinetik
0.894,132.03,0.00381,0.00404,0.652,0.76,Kinetik
0.88,124.885,0.0,0.0567,0.681,0.38,Kinetik
0.841,122.026,0.354,0.475,0.777,0.306,Kinetik
0.798,115.382,0.00186,0.00848,0.666,0.442,Kinetik
0.923,119.097,0.0,0.153,0.694,0.676,Kinetik
0.798,111.025,8.72e-05,0.000189,0.705,0.365,Kinetik
0.926,100.027,4.61e-05,0.0116,0.677,0.385,Kinetik
0.995,139.991,0.419,6.87e-06,0.656,0.705,Kinetik
0.97,128.011,0.0413,0.00539,0.678,0.561,Kinetik
0.909,129.982,0.00269,4.8e-05,0.676,0.317,Kinetik
0.851,112.662,0.0029,0.000613,0.684,0.512,Kinetik
0.912,130.019,0.0056,0.00459,0.776,0.898,Kinetik
0.838,120.021,4.24e-05,0.0187,0.652,0.682,Kinetik
0.808,111.967,8.53e-06,0.0418,0.732,0.843,Kinetik
0.871,111.989,2.01e-05,0.00358,0.693,0.533,Kinetik
0.765,115.157,0.000224,0.131,0.686,0.856,Kinetik
0.82,129.007,2.07e-06,0.0012,0.654,0.671,Kinetik
0.812,130.012,0.00113,0.00121,0.669,0.399,Kinetik
0.79,138.964,0.000223,0.26,0.881,0.779,Kinetik
0.974,100.025,2.27e-05,0.0266,0.666,0.113,Kinetik
0.807,135.754,0.0,0.245,0.876,0.691,Kinetik
0.856,122.153,0.131,0.00107,0.67,0.767,Kinetik
0.938,130.717,0.19,0.00539,0.661,0.392,Kinetik
0.937,129.985,0.0,0.000215,0.7,0.628,Kinetik
0.807,112.15,0.00488,0.000576,0.7,0.963,Kinetik
0.788,137.38,0.108,7.48e-05,0.668,0.692,Kinetik
0.953,111.087,8.13e-05,0.0014,0.676,0.386,Kinetik
0.858,103.024,0.0166,0.00615,0.71,0.851,Kinetik
0.968,130.085,0.00692,0.13,0.816,0.831,Kinetik
0.934,109.97,0.00433,0.00134,0.654,0.231,Kinetik
0.951,115.961,0.453,0.323,0.829,0.239,Kinetik
0.769,128.002,0.00506,0.0344,0.669,0.37,Kinetik
0.911,124.03,4.01e-06,0.0351,0.715,0.532,Kinetik
0.828,129.997,0.123,0.00613,0.672,0.119,Kinetik
0.848,114.088,0.0856,0.000183,0.662,0.366,Kinetik
0.945,125.994,0.0385,0.0414,0.653,0.82,Kinetik
0.988,101.991,7.06e-05,0.0021,0.696,0.5,Kinetik
0.842,122.024,0.352,0.478,0.778,0.298,Kinetik
0.882,135.891,8.12e-05,0.00357,0.799,0.764,Kinetik
0.83,100.026,0.000101,0.128,0.702,0.665,Kinetik
0.845,118.011,0.0204,0.0464,0.652,0.591,Kinetik
0.876,105.056,0.0119,0.355,0.688,0.961,Kinetik
0.858,131.593,3.44e-05,0.00252,0.682,0.837,Kinetik
0.759,114.037,0.029,0.000257,0.663,0.446,Kinetik
0.842,122.023,0.353,0.479,0.781,0.302,Kinetik
0.774,137.019,0.0,0.155,0.679,0.163,Kinetik
0.986,112.46,1.28e-05,0.00545,0.733,0.0748,Kinetik
0.83,125.369,0.0266,0.000879,0.66,0.514,Kinetik
0.816,135.875,0.0,0.182,0.76,0.735,Kinetik
0.918,128.055,0.00118,0.0113,0.714,0.972,Kinetik
0.823,133.019,0.193,0.0106,0.674,0.674,Kinetik
0.91,129.915,3.5e-06,0.0761,0.668,0.297,Kinetik
0.869,100.999,0.0,0.0248,0.724,0.84,Kinetik
0.842,104.832,0.0,0.313,0.757,0.826,Kinetik
0.894,101.053,0.0,0.0612,0.729,0.757,Kinetik
0.855,104.909,0.0,0.318,0.817,0.783,Kinetik
0.789,104.953,0.0,0.0429,0.821,0.785,Kinetik
0.869,100.999,0.0,0.0246,0.724,0.84,Kinetik
0.831,133.424,2.59e-06,0.0367,0.84,0.884,Kinetik
0.896,132.674,0.0,0.0607,0.703,0.943,Kinetik
0.967,133.414,0.0,0.163,0.695,0.944,Kinetik
0.794,101.071,0.0,0.104,0.772,0.674,Kinetik
0.8,103.618,0.0,0.141,0.675,0.834,Kinetik
0.848,104.972,0.0,0.309,0.825,0.77,Kinetik
0.934,128.096,0.0964,0.00207,0.74,0.617,Kinetik
0.764,137.98,8.19e-06,0.00116,0.746,0.518,Kinetik
0.936,104.76,0.0,0.0725,0.715,0.806,Kinetik
0.765,125.661,0.0,0.0178,0.718,0.685,Kinetik
0.805,119.845,0.000113,0.154,0.73,0.224,Kinetik
0.839,130.535,0.0,0.2,0.806,0.728,Kinetik
0.825,106.978,1.24e-05,0.382,0.95,0.733,Kinetik
0.874,103.047,0.0,0.0496,0.748,0.632,Kinetik
0.846,100.077,0.000238,0.0964,0.679,0.369,Kinetik
0.769,133.102,0.0,0.807,0.792,0.541,Kinetik
0.822,100.036,0.00363,0.0954,0.927,0.335,Kinetik
0.894,101.053,0.0,0.0612,0.729,0.757,Kinetik
0.794,102.11,0.000128,0.134,0.89,0.552,Kinetik
0.822,101.386,2.16e-05,0.51,0.709,0.84,Kinetik
0.912,100.002,0.0,0.0713,0.813,0.926,Kinetik
0.847,104.955,0.0,0.314,0.826,0.792,Kinetik
0.816,128.007,0.46,0.112,0.83,0.507,Kinetik
0.993,138.961,0.0,0.115,0.672,0.615,Kinetik
0.849,115.024,0.00188,0.062,0.771,0.616,Kinetik
0.83,107.106,0.0,0.126,0.727,0.94,Kinetik
0.753,103.77,0.00858,0.157,0.717,0.257,Kinetik
0.78,106.988,9.76e-05,0.207,0.895,0.59,Kinetik
0.828,106.149,0.0,0.709,0.745,0.815,Kinetik
0.86,104.906,0.0,0.0644,0.864,0.866,Kinetik
0.8,127.949,0.0,0.1,0.755,0.357,Kinetik
0.762,119.961,0.0,0.0461,0.753,0.868,Kinetik
0.823,111.101,0.0,0.0287,0.678,0.784,Kinetik
0.887,110.556,1.35e-05,0.00062,0.749,0.842,Kinetik
0.827,135.123,0.0,0.109,0.677,0.843,Kinetik
0.934,127.979,0.168,0.00717,0.776,0.619,Kinetik
0.862,105.053,2.63e-05,0.251,0.949,0.646,Kinetik
0.799,109.946,0.0,0.368,0.821,0.384,Kinetik
0.812,123.009,0.0,0.119,0.687,0.48,Kinetik
0.754,102.029,0.0,0.132,0.878,0.883,Kinetik
0.811,133.574,0.0,0.407,0.752,0.541,Kinetik
0.883,121.067,1.9e-06,0.0284,0.817,0.15,Kinetik
0.844,102.041,1.34e-06,0.384,0.734,0.714,Kinetik
0.753,130.122,7.65e-06,0.308,0.782,0.449,Kinetik
0.811,127.969,0.0,0.187,0.692,0.538,Kinetik
0.858,101.685,0.0,0.0175,0.779,0.876,Kinetik
0.782,111.753,0.0,0.0173,0.667,0.76,Kinetik
0.78,104.978,0.0,0.333,0.773,0.858,Kinetik
0.931,127.925,0.132,0.00857,0.715,0.805,Kinetik
0.801,102.008,0.0,0.0771,0.755,0.731,Kinetik
0.878,101.885,0.0,0.0784,0.776,0.801,Kinetik
0.771,111.13,0.0,0.666,0.783,0.559,Kinetik
0.842,100.019,0.0,0.0372,0.741,0.712,Kinetik
0.959,115.053,0.000268,0.0719,0.775,0.734,Kinetik
0.922,127.71,0.0,0.104,0.709,0.962,Kinetik
0.916,122.002,0.0,0.18,0.856,0.379,Kinetik
0.772,100.302,0.0,0.577,0.678,0.507,Kinetik
0.798,112.015,0.0,0.157,0.811,0.393,Kinetik
0.912,123.028,3.64e-05,0.0907,0.789,0.672,Kinetik
0.798,100.0,3.89e-06,0.313,0.857,0.353,Kinetik
0.853,100.15,0.0,0.292,0.855,0.488,Kinetik
0.883,121.077,1.3e-05,0.44,0.798,0.607,Kinetik
0.904,109.972,0.0,0.0422,0.705,0.67,Kinetik
0.854,110.01,4.02e-06,0.116,0.792,0.829,Kinetik
0.847,102.014,0.0,0.222,0.768,0.764,Kinetik
0.781,101.04,0.0,0.087,0.774,0.714,Kinetik
0.77,131.167,0.0,0.0974,0.689,0.443,Kinetik
0.854,127.03,0.00146,0.0168,0.689,0.632,Kinetik
0.877,101.268,0.0,0.262,0.794,0.771,Kinetik
0.757,133.34,0.0,0.0789,0.699,0.625,Kinetik
0.755,103.981,0.00131,0.183,0.833,0.267,Kinetik
0.759,116.198,0.0,0.121,0.774,0.67,Kinetik
0.83,100.992,0.0,0.0195,0.685,0.575,Kinetik
0.761,125.298,0.0,0.121,0.705,0.794,Kinetik
0.819,100.103,0.0,0.41,0.872,0.293,Kinetik
0.969,129.988,0.00183,0.126,0.692,0.863,Kinetik
0.814,113.704,0.0,0.0138,0.814,0.752,Kinetik
0.847,127.446,0.0,0.0855,0.652,0.383,Kinetik
0.858,101.111,0.0,0.573,0.838,0.8,Kinetik
0.933,122.863,0.0,0.00245,0.671,0.798,Kinetik
0.863,106.093,0.0,0.383,0.752,0.707,Kinetik
0.8,112.128,0.0,0.00836,0.852,0.629,Kinetik
0.844,107.145,0.0,0.296,0.694,0.701,Kinetik
0.799,130.169,1.8e-06,0.0387,0.673,0.936,Kinetik
0.789,108.149,0.0,0.5,0.716,0.771,Kinetik
0.816,103.081,0.0,0.0822,0.744,0.877,Kinetik
0.84,106.095,0.0,0.143,0.821,0.638,Kinetik
0.842,130.283,0.0,0.207,0.731,0.854,Kinetik
0.93,104.023,0.000207,0.0476,0.777,0.867,Kinetik
0.767,102.985,0.0,0.545,0.786,0.863,Kinetik
0.782,109.892,0.0,0.391,0.823,0.939,Kinetik
0.766,107.986,0.0,0.2,0.825,0.896,Kinetik
0.945,100.03,0.0,0.0583,0.855,0.94,Kinetik
0.764,102.928,0.0,0.203,0.818,0.63,Kinetik
0.812,108.011,0.0,0.151,0.822,0.876,Kinetik
0.873,100.048,0.0,0.0345,0.81,0.929,Kinetik
0.795,133.673,2.33e-06,0.0298,0.717,0.792,Kinetik
0.882,111.921,0.0,0.336,0.728,0.658,Kinetik
0.795,109.992,0.0,0.279,0.736,0.832,Kinetik
0.937,126.065,0.000116,0.000746,0.662,0.494,Kinetik
0.798,109.962,0.0,0.703,0.863,0.834,Kinetik
0.795,133.673,2.33e-06,0.0298,0.717,0.792,Kinetik
0.902,106.018,0.0,0.153,0.705,0.738,Kinetik
0.829,103.935,0.0,0.464,0.819,0.541,Kinetik
0.755,104.089,2.63e-05,0.0375,0.727,0.697,Kinetik
0.8,111.29,0.0,0.155,0.708,0.577,Kinetik
0.969,118.06,0.0,0.156,0.797,0.524,Kinetik
0.948,119.991,0.00271,0.00339,0.67,0.759,Kinetik
0.891,119.985,0.0,0.0992,0.714,0.846,Kinetik
0.858,109.977,0.0,0.262,0.823,0.728,Kinetik
0.766,100.01,0.0,0.232,0.921,0.739,Kinetik
0.79,126.598,0.0,0.00561,0.812,0.367,Kinetik
0.835,109.976,0.0,0.162,0.736,0.869,Kinetik
0.758,125.927,0.0,0.0215,0.755,0.394,Kinetik
0.837,105.006,0.0,0.53,0.84,0.718,Kinetik
0.771,128.019,0.0029,0.0159,0.814,0.821,Kinetik
0.878,112.041,0.0,0.29,0.739,0.665,Kinetik
0.916,104.073,0.0,0.439,0.73,0.561,Kinetik
0.927,127.001,0.39,0.0145,0.759,0.655,Kinetik
0.841,105.99,0.0,0.261,0.845,0.584,Kinetik
0.871,132.463,0.0,0.153,0.666,0.762,Kinetik
0.946,101.865,0.0,0.0833,0.801,0.39,Kinetik
0.773,115.837,0.0,0.0687,0.686,0.709,Kinetik
0.89,100.057,0.0,0.0463,0.852,0.716,Kinetik
0.837,105.006,0.0,0.53,0.84,0.718,Kinetik
0.841,102.306,0.0,0.366,0.663,0.619,Kinetik
0.946,101.865,0.0,0.0833,0.801,0.39,Kinetik
0.804,127.004,0.0,0.0187,0.704,0.556,Kinetik
0.83,108.98,0.0,0.287,0.703,0.683,Kinetik
0.852,104.053,5.93e-06,0.0196,0.815,0.513,Kinetik
0.945,104.929,0.0,0.0503,0.762,0.77,Kinetik
