energy,tempo,instrumentalness,acousticness,danceability,key,loudness,mode,speechiness,liveness,valence,duration_ms,time_signature,label
0.308,103.608,0.952,0.809,0.171,9.0,-19.48,0.0,0.0361,0.1369999999999999,0.133,201000.0,4.0,Composer
0.306,82.399,0.909,0.883,0.122,8.0,-24.388,0.0,0.0555,0.113,0.135,821667.0,5.0,Composer
0.3720000000000001,80.999,0.826,0.682,0.7070000000000001,6.0,-11.474,0.0,0.0497,0.0985,0.424,172902.0,4.0,Composer
0.374,77.388,0.959,0.971,0.071,3.0,-20.324,1.0,0.0552,0.111,0.0398,503381.0,4.0,Composer
0.36,89.975,0.936,0.754,0.447,9.0,-12.149,0.0,0.0358,0.132,0.405,235999.0,4.0,Composer
0.302,108.204,0.892,0.991,0.27,6.0,-14.558,1.0,0.0357,0.0666,0.0466,671607.0,3.0,Composer
0.4529999999999999,100.384,0.7709999999999999,0.956,0.465,9.0,-12.354,1.0,0.171,0.616,0.534,72653.0,3.0,Composer
0.462,72.601,0.958,0.434,0.23,4.0,-13.828,1.0,0.0497,0.111,0.0369,72800.0,5.0,Composer
0.342,91.02,0.901,0.8440000000000001,0.2,4.0,-10.859000000000002,1.0,0.035,0.852,0.2289999999999999,40693.0,3.0,Composer
0.344,90.298,0.8909999999999999,0.546,0.3779999999999999,2.0,-17.808,0.0,0.0522,0.121,0.419,152560.0,4.0,Composer
0.57,75.02600000000002,0.851,0.648,0.208,5.0,-10.797,0.0,0.0572,0.769,0.121,391733.0,4.0,Composer
0.341,81.21,0.894,0.8340000000000001,0.317,0.0,-22.171,0.0,0.033,0.125,0.0686,179067.0,3.0,Composer
0.429,105.607,0.8740000000000001,0.878,0.391,4.0,-14.813,0.0,0.0324,0.185,0.863,184627.0,3.0,Composer
0.325,85.96700000000001,0.828,0.8740000000000001,0.37,9.0,-13.925,1.0,0.0394,0.155,0.128,380893.0,3.0,Composer
0.364,96.007,0.79,0.981,0.542,3.0,-17.485,0.0,0.0442,0.115,0.1639999999999999,161773.0,4.0,Composer
0.5329999999999999,89.713,0.967,0.974,0.132,4.0,-17.765,1.0,0.0507,0.362,0.0251,110133.0,4.0,Composer
0.408,104.915,0.932,0.922,0.246,4.0,-13.146,1.0,0.0344,0.111,0.0369,618760.0,4.0,Composer
0.429,96.978,0.925,0.984,0.231,5.0,-11.786,1.0,0.0365,0.114,0.0533,273413.0,4.0,Composer
0.4039999999999999,82.244,0.921,0.4629999999999999,0.504,6.0,-15.442,0.0,0.0721,0.111,0.4539999999999999,330413.0,3.0,Composer
0.547,100.011,0.875,0.598,0.7,11.0,-13.503,1.0,0.0644,0.132,0.489,277467.0,4.0,Composer
0.3779999999999999,101.323,0.866,0.718,0.475,5.0,-16.048,0.0,0.17,0.371,0.504,241293.0,3.0,Composer
0.536,82.415,0.7290000000000001,0.8390000000000001,0.268,7.0,-13.493,0.0,0.144,0.0785,0.06,224627.0,4.0,Composer
0.588,81.597,0.964,0.434,0.174,10.0,-16.332,0.0,0.0424,0.11,0.172,73534.0,4.0,Composer
0.5710000000000001,75.26100000000002,0.976,0.97,0.206,9.0,-14.759,0.0,0.0448,0.612,0.15,82267.0,4.0,Composer
0.633,101.805,0.921,0.916,0.257,2.0,-10.204,1.0,0.0624,0.193,0.0673,263760.0,3.0,Composer
0.588,81.597,0.964,0.434,0.174,10.0,-16.332,0.0,0.0424,0.11,0.172,73534.0,4.0,Composer
0.588,81.597,0.964,0.434,0.174,10.0,-16.332,0.0,0.0424,0.11,0.172,73534.0,4.0,Composer
0.387,103.463,0.845,0.954,0.268,9.0,-13.536,0.0,0.0495,0.0434,0.092,195947.0,4.0,Composer
0.445,105.036,0.895,0.914,0.636,2.0,-14.504,1.0,0.153,0.418,0.466,537027.0,4.0,Composer
0.4529999999999999,101.576,0.917,0.8640000000000001,0.288,4.0,-12.344,0.0,0.0324,0.926,0.315,117173.0,1.0,Composer
0.361,105.033,0.938,0.465,0.392,0.0,-12.353,0.0,0.0314,0.0773,0.127,83787.0,4.0,Composer
0.3929999999999999,106.645,0.87,0.968,0.527,2.0,-15.532,0.0,0.0283,0.0861,0.573,395574.0,4.0,Composer
0.479,109.729,0.6779999999999999,0.93,0.411,5.0,-13.35,1.0,0.0269,0.309,0.391,323685.0,4.0,Composer
0.411,101.848,0.892,0.65,0.271,0.0,-11.042,1.0,0.0335,0.0678,0.248,214427.0,4.0,Composer
0.426,84.197,0.601,0.945,0.129,8.0,-16.627,1.0,0.0402,0.136,0.347,167752.0,3.0,Composer
0.3339999999999999,102.967,0.816,0.992,0.5329999999999999,0.0,-20.282,1.0,0.0341,0.128,0.7559999999999999,157253.0,3.0,Composer
0.541,95.737,0.8270000000000001,0.63,0.171,2.0,-6.164,1.0,0.0339,0.321,0.3289999999999999,220773.0,4.0,Composer
0.306,103.268,0.938,0.967,0.716,8.0,-11.153,1.0,0.0505,0.118,0.8640000000000001,171613.0,4.0,Composer
0.4,79.98100000000002,0.8390000000000001,0.785,0.547,0.0,-20.044,0.0,0.0373,0.102,0.7959999999999999,316347.0,4.0,Composer
0.3389999999999999,86.569,0.7979999999999999,0.687,0.3229999999999999,9.0,-15.26,1.0,0.0328,0.114,0.208,325960.0,4.0,Composer
0.53,82.141,0.917,0.413,0.157,0.0,-9.808,1.0,0.0457,0.198,0.0848,410667.0,4.0,Composer
0.611,86.824,0.8859999999999999,0.541,0.568,6.0,-10.339,1.0,0.118,0.142,0.677,126600.0,4.0,Composer
0.313,91.179,0.7959999999999999,0.937,0.21,0.0,-12.315,1.0,0.0347,0.0679,0.187,279733.0,4.0,Composer
0.35,100.104,0.871,0.99,0.384,9.0,-14.956,0.0,0.0328,0.168,0.517,136133.0,4.0,Composer
0.59,100.356,0.7120000000000001,0.7070000000000001,0.27,2.0,-7.456,1.0,0.0477,0.166,0.12,234573.0,4.0,Composer
0.311,82.213,0.825,0.7759999999999999,0.0877,7.0,-13.343,1.0,0.0385,0.254,0.0393,143000.0,3.0,Composer
0.3329999999999999,94.11,0.903,0.6940000000000001,0.245,2.0,-15.086,1.0,0.031,0.289,0.14,181760.0,4.0,Composer
0.341,103.603,0.752,0.75,0.2789999999999999,7.0,-15.071,1.0,0.0311,0.0861,0.207,194773.0,3.0,Composer
0.321,100.942,0.8240000000000001,0.698,0.345,0.0,-13.719,0.0,0.0342,0.272,0.159,339960.0,4.0,Composer
0.471,108.583,0.8079999999999999,0.605,0.401,10.0,-12.943,1.0,0.0413,0.379,0.352,326987.0,4.0,Composer
0.359,86.193,0.67,0.674,0.183,0.0,-13.082,0.0,0.0318,0.1,0.265,247907.0,4.0,Composer
0.363,86.589,0.87,0.84,0.091,1.0,-8.288,1.0,0.0382,0.0796,0.0373,367027.0,4.0,Composer
0.413,97.704,0.934,0.933,0.166,0.0,-10.873,1.0,0.0366,0.114,0.072,617400.0,3.0,Composer
0.308,87.70700000000002,0.852,0.968,0.19,6.0,-13.921,1.0,0.049,0.157,0.04,340307.0,4.0,Composer
0.336,84.738,0.8740000000000001,0.929,0.124,2.0,-9.866,1.0,0.0346,0.171,0.121,784400.0,4.0,Composer
0.455,94.977,0.77,0.524,0.515,6.0,-11.441,1.0,0.0318,0.0722,0.377,211216.0,4.0,Composer
0.647,100.015,0.725,0.677,0.638,9.0,-12.357,0.0,0.0284,0.327,0.73,179746.0,4.0,Composer
0.494,79.982,0.901,0.795,0.506,3.0,-17.445999999999998,1.0,0.0353,0.216,0.7979999999999999,217150.0,4.0,Composer
0.4029999999999999,78.73,0.916,0.863,0.262,3.0,-16.847,1.0,0.1,0.1119999999999999,0.191,233333.0,4.0,Composer
0.526,81.57600000000002,0.804,0.726,0.39,6.0,-13.822,0.0,0.52,0.341,0.3779999999999999,353173.0,4.0,Composer
0.674,91.995,0.785,0.436,0.733,8.0,-11.749,1.0,0.128,0.0856,0.355,388747.0,4.0,Composer
0.406,105.024,0.902,0.83,0.5529999999999999,3.0,-16.219,0.0,0.13,0.0969999999999999,0.144,423733.0,4.0,Composer
0.563,107.308,0.898,0.551,0.2289999999999999,7.0,-13.833,1.0,0.042,0.0693,0.203,158120.0,4.0,Composer
0.4320000000000001,103.181,0.83,0.474,0.228,5.0,-12.151,1.0,0.0331,0.149,0.507,452227.0,4.0,Composer
0.531,99.544,0.667,0.619,0.421,9.0,-13.432,0.0,0.0504,0.315,0.18,359507.0,4.0,Composer
0.573,74.167,0.934,0.757,0.0952,10.0,-9.698,0.0,0.0446,0.0942,0.0459,259000.0,5.0,Composer
0.4370000000000001,90.603,0.89,0.911,0.106,2.0,-20.707,1.0,0.0452,0.419,0.3289999999999999,77560.0,4.0,Composer
0.309,105.945,0.96,0.789,0.5529999999999999,8.0,-17.977999999999994,1.0,0.0376,0.108,0.89,180333.0,4.0,Composer
0.308,105.177,0.857,0.691,0.515,5.0,-18.596,1.0,0.0465,0.0936,0.588,331667.0,4.0,Composer
0.355,104.831,0.8170000000000001,0.992,0.456,4.0,-10.416,0.0,0.0401,0.111,0.288,231875.0,4.0,Composer
0.325,81.48,0.8759999999999999,0.979,0.644,8.0,-12.015999999999998,1.0,0.0359,0.166,0.345,114500.0,4.0,Composer
0.373,109.266,0.8640000000000001,0.653,0.5539999999999999,0.0,-13.311,1.0,0.0465,0.149,0.728,122507.0,4.0,Composer
0.316,78.783,0.8640000000000001,0.67,0.516,5.0,-10.839,1.0,0.03,0.157,0.18,252507.0,4.0,Composer
0.504,85.22399999999998,0.789,0.578,0.616,5.0,-7.108,1.0,0.0312,0.21,0.469,221093.0,4.0,Composer
0.664,99.329,0.873,0.643,0.618,6.0,-6.084,1.0,0.0334,0.1989999999999999,0.767,266133.0,4.0,Composer
0.371,104.387,0.802,0.887,0.598,0.0,-14.268,0.0,0.0385,0.073,0.782,217040.0,4.0,Composer
0.306,86.14399999999998,0.912,0.7190000000000001,0.456,8.0,-15.734000000000002,1.0,0.0411,0.0658,0.317,259560.0,4.0,Composer
0.574,81.82300000000002,0.828,0.711,0.452,7.0,-9.729,1.0,0.0277,0.104,0.76,203027.0,3.0,Composer
0.593,97.128,0.885,0.78,0.507,1.0,-28.759,1.0,0.0368,0.0826,0.7,222067.0,4.0,Composer
0.509,78.416,0.8440000000000001,0.921,0.18,0.0,-16.377,1.0,0.187,0.3929999999999999,0.0392,591240.0,4.0,Composer
0.32,90.557,0.8759999999999999,0.946,0.418,8.0,-17.46,1.0,0.0315,0.6970000000000001,0.366,312555.0,4.0,Composer
0.4029999999999999,102.074,0.905,0.914,0.498,1.0,-16.003,1.0,0.0484,0.727,0.498,295091.0,4.0,Composer
0.505,99.997,0.8740000000000001,0.7,0.6940000000000001,11.0,-12.294,0.0,0.0528,0.0659,0.3939999999999999,217533.0,4.0,Composer
0.478,99.964,0.867,0.757,0.7,7.0,-16.066,1.0,0.125,0.07,0.48,124827.0,4.0,Composer
0.373,81.123,0.608,0.908,0.1969999999999999,6.0,-10.305,1.0,0.0341,0.283,0.0349,465133.0,4.0,Composer
0.303,72.43,0.954,0.916,0.147,10.0,-17.185,0.0,0.0433,0.084,0.0728,188507.0,4.0,Composer
0.47,109.971,0.908,0.585,0.346,7.0,-11.638,0.0,0.0386,0.0952,0.0557,323733.0,4.0,Composer
0.401,72.66,0.911,0.99,0.134,10.0,-12.911,0.0,0.0424,0.104,0.0782,86773.0,4.0,Composer
0.4579999999999999,105.759,0.883,0.763,0.6629999999999999,0.0,-11.303,1.0,0.0545,0.0822,0.962,358052.0,3.0,Composer
0.3779999999999999,80.189,0.924,0.949,0.264,2.0,-11.376,1.0,0.0324,0.0973,0.0373,138507.0,4.0,Composer
0.332,105.608,0.789,0.982,0.8220000000000001,5.0,-16.274,0.0,0.062,0.121,0.765,68800.0,4.0,Composer
0.363,81.76899999999998,0.8740000000000001,0.968,0.44,7.0,-13.869000000000002,1.0,0.0438,0.1669999999999999,0.191,66800.0,4.0,Composer
0.317,95.777,0.7979999999999999,0.981,0.816,7.0,-16.214000000000002,0.0,0.181,0.122,0.968,28507.0,4.0,Composer
0.324,77.241,0.835,0.979,0.401,7.0,-14.068,0.0,0.0842,0.1159999999999999,0.0811,69267.0,4.0,Composer
0.633,100.543,0.85,0.433,0.5870000000000001,4.0,-10.518,0.0,0.0387,0.0554,0.955,182867.0,4.0,Composer
0.426,98.381,0.902,0.562,0.665,2.0,-11.557,1.0,0.0308,0.1,0.684,353973.0,4.0,Composer
0.579,91.992,0.937,0.659,0.647,0.0,-10.884,1.0,0.0632,0.0858,0.782,155760.0,4.0,Composer
0.335,95.548,0.875,0.409,0.75,0.0,-14.147,1.0,0.0779,0.148,0.883,375867.0,4.0,Composer
0.505,90.371,0.665,0.444,0.718,2.0,-10.514,1.0,0.0445,0.493,0.75,259600.0,4.0,Composer
0.419,90.014,0.878,0.418,0.662,2.0,-15.636,1.0,0.109,0.104,0.762,143867.0,4.0,Composer
0.665,90.561,0.888,0.877,0.21,11.0,-11.246,1.0,0.0589,0.106,0.0396,3543406.0,4.0,Composer
0.409,76.00399999999998,0.917,0.933,0.15,3.0,-17.583,1.0,0.0434,0.118,0.157,221701.0,4.0,Composer
0.331,79.545,0.895,0.711,0.155,5.0,-13.944,0.0,0.0324,0.108,0.0383,370678.0,4.0,Composer
0.475,109.28,0.8220000000000001,0.968,0.505,7.0,-17.438,1.0,0.0462,0.102,0.49,57707.0,3.0,Composer
0.489,107.52,0.928,0.991,0.4589999999999999,7.0,-15.119000000000002,0.0,0.048,0.655,0.7929999999999999,162373.0,4.0,Composer
0.3939999999999999,99.365,0.924,0.992,0.422,10.0,-15.800999999999998,0.0,0.0455,0.7170000000000001,0.5589999999999999,231747.0,3.0,Composer
0.318,86.87100000000002,0.907,0.994,0.442,0.0,-17.083,1.0,0.0416,0.6809999999999999,0.449,214747.0,4.0,Composer
0.424,71.507,0.94,0.994,0.371,7.0,-15.824000000000002,1.0,0.0519,0.847,0.682,153507.0,4.0,Composer
0.512,105.756,0.773,0.619,0.677,7.0,-18.085,1.0,0.314,0.603,0.11,31733.0,5.0,Composer
0.359,79.467,0.932,0.994,0.3989999999999999,2.0,-15.550999999999998,1.0,0.0467,0.3289999999999999,0.763,143267.0,4.0,Composer
0.336,98.513,0.923,0.991,0.485,10.0,-15.036,0.0,0.0408,0.621,0.4270000000000001,225893.0,3.0,Composer
0.371,107.44,0.93,0.99,0.457,4.0,-15.717,0.0,0.0421,0.178,0.759,152093.0,4.0,Composer
0.3670000000000001,82.271,0.916,0.993,0.405,6.0,-14.575,0.0,0.054,0.5710000000000001,0.612,128227.0,3.0,Composer
0.513,100.746,0.6759999999999999,0.733,0.524,5.0,-12.188,1.0,0.0761,0.0911,0.98,135800.0,3.0,Composer
0.418,106.366,0.825,0.84,0.613,11.0,-14.154000000000002,0.0,0.0438,0.0974,0.71,269547.0,4.0,Composer
0.485,102.075,0.894,0.929,0.555,11.0,-12.323,0.0,0.0315,0.0997,0.5,191880.0,4.0,Composer
0.42,107.573,0.8220000000000001,0.958,0.4029999999999999,9.0,-11.977,0.0,0.044,0.111,0.284,250053.0,4.0,Composer
0.5920000000000001,104.994,0.908,0.754,0.6829999999999999,0.0,-8.856,0.0,0.0412,0.13,0.28,281773.0,1.0,Composer
0.62,97.994,0.893,0.908,0.6970000000000001,0.0,-11.121,0.0,0.0467,0.119,0.79,260120.0,5.0,Composer
0.313,93.961,0.727,0.701,0.63,9.0,-14.727,1.0,0.0349,0.0988,0.0423,484693.0,4.0,Composer
0.435,81.594,0.991,0.953,0.47,6.0,-11.862,1.0,0.0409999999999999,0.192,0.3339999999999999,109067.0,4.0,Composer
0.342,81.793,0.901,0.7340000000000001,0.141,0.0,-18.484,1.0,0.0389,0.2,0.414,281933.0,4.0,Composer
0.484,93.738,0.924,0.516,0.784,11.0,-12.454,1.0,0.144,0.083,0.496,240813.0,3.0,Composer
0.68,100.251,0.8909999999999999,0.67,0.457,0.0,-11.186,1.0,0.0366,0.285,0.505,368453.0,4.0,Composer
0.3389999999999999,107.617,0.892,0.93,0.499,2.0,-16.409000000000002,1.0,0.0397,0.14,0.4039999999999999,278280.0,4.0,Composer
0.303,88.01100000000002,0.7070000000000001,0.8909999999999999,0.4529999999999999,9.0,-15.275,1.0,0.0379,0.0971,0.218,252987.0,4.0,Composer
0.3429999999999999,109.596,0.927,0.8740000000000001,0.342,9.0,-15.628,1.0,0.0351,0.109,0.496,238667.0,4.0,Composer
0.411,82.54899999999998,0.949,0.888,0.476,9.0,-14.572,0.0,0.0414,0.205,0.654,188800.0,4.0,Composer
0.374,98.702,0.927,0.695,0.4429999999999999,2.0,-14.367,1.0,0.0296,0.122,0.357,231133.0,4.0,Composer
0.359,80.71,0.888,0.777,0.573,7.0,-13.674,1.0,0.0313,0.106,0.3829999999999999,235907.0,4.0,Composer
0.3,88.90700000000002,0.747,0.9,0.434,9.0,-14.890999999999998,1.0,0.0369,0.0922,0.208,254760.0,4.0,Composer
0.308,103.096,0.923,0.916,0.474,2.0,-14.605,1.0,0.0353,0.129,0.256,255973.0,4.0,Composer
0.413,75.641,0.7070000000000001,0.636,0.561,3.0,-17.713,1.0,0.0446,0.669,0.93,229707.0,3.0,Composer
0.392,101.327,0.933,0.7090000000000001,0.706,11.0,-19.965,0.0,0.0502,0.144,0.57,329400.0,4.0,Composer
0.493,101.667,0.897,0.92,0.529,10.0,-10.470999999999998,0.0,0.4,0.113,0.648,140004.0,4.0,Composer
0.337,80.435,0.828,0.934,0.113,4.0,-12.892,1.0,0.0371,0.109,0.0347,177507.0,4.0,Composer
0.305,82.624,0.845,0.938,0.5760000000000001,7.0,-18.891,1.0,0.08,0.132,0.206,106773.0,3.0,Composer
0.419,79.558,0.943,0.8109999999999999,0.36,2.0,-15.604,0.0,0.0456,0.0979,0.5379999999999999,155533.0,4.0,Composer
0.3279999999999999,109.02,0.872,0.7070000000000001,0.765,9.0,-20.589,1.0,0.0344,0.293,0.828,115000.0,3.0,Composer
0.327,82.93700000000003,0.742,0.7659999999999999,0.283,0.0,-8.827,0.0,0.0396,0.106,0.408,141067.0,3.0,Composer
0.327,97.853,0.902,0.882,0.321,4.0,-16.405,1.0,0.0361,0.102,0.574,254333.0,4.0,Composer
0.552,95.413,0.932,0.932,0.337,6.0,-12.291,0.0,0.136,0.523,0.178,94053.0,4.0,Composer
0.436,106.515,0.638,0.816,0.519,2.0,-12.344,1.0,0.0612,0.337,0.838,196053.0,4.0,Composer
0.326,91.135,0.9,0.989,0.36,7.0,-22.309,1.0,0.0499,0.145,0.969,129133.0,3.0,Composer
0.346,99.931,0.894,0.988,0.316,7.0,-19.091,1.0,0.0451,0.171,0.975,119000.0,3.0,Composer
0.301,104.128,0.906,0.941,0.604,5.0,-15.495,0.0,0.0334,0.172,0.674,216627.0,4.0,Composer
0.346,109.935,0.789,0.921,0.5670000000000001,6.0,-14.43,0.0,0.0383,0.1,0.745,102867.0,4.0,Composer
0.303,94.735,0.885,0.878,0.5529999999999999,2.0,-18.422,1.0,0.044,0.0489,0.8759999999999999,106933.0,4.0,Composer
0.581,79.59100000000002,0.795,0.851,0.1989999999999999,3.0,-11.049,1.0,0.0583,0.275,0.417,249760.0,4.0,Composer
0.417,99.952,0.7140000000000001,0.758,0.389,5.0,-11.397,1.0,0.0566,0.0683,0.44,277133.0,4.0,Composer
0.6829999999999999,88.994,0.679,0.5479999999999999,0.253,7.0,-7.32,1.0,0.106,0.0762,0.305,232533.0,4.0,Composer
0.36,99.951,0.919,0.81,0.247,4.0,-12.192,1.0,0.0326,0.176,0.103,519133.0,4.0,Composer
0.667,86.287,0.6579999999999999,0.551,0.435,6.0,-6.638999999999999,1.0,0.0316,0.163,0.511,175947.0,3.0,Composer
0.636,70.041,0.612,0.8290000000000001,0.294,0.0,-8.049,0.0,0.195,0.0844,0.51,125150.0,4.0,Composer
0.407,104.92,0.917,0.591,0.608,0.0,-16.364,1.0,0.0359,0.0887,0.54,217507.0,3.0,Composer
0.491,109.355,0.892,0.603,0.617,8.0,-16.619,1.0,0.0374,0.0548,0.769,288173.0,4.0,Composer
0.3379999999999999,101.028,0.8809999999999999,0.785,0.604,0.0,-17.395,1.0,0.0375,0.177,0.804,228000.0,1.0,Composer
0.316,99.08,0.909,0.983,0.56,4.0,-17.915,0.0,0.0437,0.1639999999999999,0.921,176427.0,3.0,Composer
0.3929999999999999,83.915,0.634,0.877,0.233,2.0,-8.762,0.0,0.0327,0.0924,0.356,378573.0,4.0,Composer
0.429,88.26,0.84,0.7070000000000001,0.523,11.0,-10.941,1.0,0.0318,0.0652,0.843,262147.0,3.0,Composer
0.625,105.629,0.895,0.77,0.64,2.0,-10.441,1.0,0.0359,0.0939,0.402,210813.0,4.0,Composer
0.491,97.991,0.778,0.8009999999999999,0.478,7.0,-8.208,1.0,0.0371,0.1009999999999999,0.183,285507.0,4.0,Composer
0.65,104.011,0.89,0.6809999999999999,0.7170000000000001,11.0,-9.019,0.0,0.0336,0.12,0.409,265467.0,3.0,Composer
0.675,103.912,0.8220000000000001,0.456,0.759,11.0,-7.68,0.0,0.0561,0.0741,0.608,224453.0,4.0,Composer
0.528,92.017,0.909,0.826,0.7040000000000001,11.0,-9.577,0.0,0.0417,0.102,0.5770000000000001,299093.0,4.0,Composer
0.361,92.021,0.857,0.929,0.785,2.0,-12.658,1.0,0.0531,0.129,0.0686,301360.0,4.0,Composer
